Fixations_ID,Participant_ID,Image_ID,X Pos,Y Pos,Start Time,Stop Time,Duration,Samples in Fixation
39354,1,10,406,764,989.699,989.765,0.066,5
39301,1,10,408,736,968.438,968.505,0.067,5
39302,1,10,427,724,968.555,968.622,0.067,5
39267,1,10,447,423,959.375,959.475,0.1,7
39222,1,10,468,424,943.746,943.863,0.117,8
39264,1,10,472,456,958.175,958.558,0.383,24
39265,1,10,478,440,958.642,958.791,0.149,10
39266,1,10,479,542,959.041,959.125,0.084,6
39332,1,10,482,525,980.036,980.103,0.067,5
39308,1,10,488,533,971.52,971.62,0.1,7
39263,1,10,490,456,958.092,958.158,0.066,5
39327,1,10,493,475,977.903,977.97,0.067,5
39223,1,10,495,432,943.879,943.946,0.067,5
39300,1,10,498,611,968.172,968.239,0.067,5
39322,1,10,507,494,976.537,976.687,0.15,10
39245,1,10,508,438,952.326,952.476,0.15,10
39304,1,10,510,508,969.172,969.288,0.116,8
39261,1,10,518,440,957.625,957.709,0.084,6
39305,1,10,519,388,969.571,969.655,0.084,6
39262,1,10,522,444,957.725,958.025,0.3,19
39275,1,10,522,351,962.224,962.324,0.1,7
39244,1,10,529,449,952.159,952.293,0.134,9
39348,1,10,531,433,984.401,984.717,0.316,20
39237,1,10,535,477,949.494,949.894,0.4,25
39260,1,10,538,437,957.426,957.609,0.183,12
39276,1,10,544,354,962.357,962.44,0.083,6
39351,1,10,551,404,986.55,986.717,0.167,11
39321,1,10,554,461,976.304,976.437,0.133,9
39347,1,10,554,428,984.134,984.384,0.25,16
39251,1,10,556,525,954.042,954.125,0.083,6
39243,1,10,557,438,951.943,952.143,0.2,13
39228,1,10,559,400,945.795,945.895,0.1,7
39326,1,10,561,431,977.604,977.82,0.216,14
39255,1,10,562,527,955.275,955.575,0.3,19
39346,1,10,576,401,983.734,984.101,0.367,23
39242,1,10,581,442,951.71,951.926,0.216,14
39338,1,10,588,341,981.169,981.302,0.133,9
39310,1,10,593,1014,972.287,972.47,0.183,12
39325,1,10,593,428,977.47,977.537,0.067,5
39340,1,10,595,513,982.168,982.485,0.317,20
39341,1,10,596,531,982.518,982.585,0.067,5
39355,1,10,603,457,989.999,990.065,0.066,5
39352,1,10,605,440,988.582,989.249,0.667,41
39256,1,10,606,528,955.708,955.775,0.067,5
39225,1,10,608,412,944.629,944.729,0.1,7
39337,1,10,610,352,981.069,981.152,0.083,6
39307,1,10,615,931,971.021,971.221,0.2,13
39257,1,10,617,546,955.808,956.091,0.283,18
39353,1,10,619,445,989.266,989.366,0.1,7
39250,1,10,621,518,953.692,953.992,0.3,19
39342,1,10,627,530,982.635,982.718,0.083,6
39249,1,10,631,510,953.592,953.676,0.084,6
39303,1,10,635,493,968.755,968.888,0.133,9
39323,1,10,635,398,976.903,977.02,0.117,8
39333,1,10,635,395,980.169,980.252,0.083,6
39309,1,10,637,347,971.687,971.971,0.284,18
39334,1,10,648,385,980.269,980.435,0.166,11
39324,1,10,655,393,977.036,977.287,0.251,16
39236,1,10,656,399,949.044,949.127,0.083,6
39349,1,10,659,379,985.301,985.834,0.533,33
39314,1,10,660,342,973.703,973.787,0.084,6
39320,1,10,661,419,975.687,976.037,0.35,22
39336,1,10,672,375,980.786,980.936,0.15,10
39328,1,10,673,404,978.853,978.936,0.083,6
39272,1,10,676,380,961.407,961.541,0.134,9
39350,1,10,680,409,985.934,986.183,0.249,16
39319,1,10,683,427,975.571,975.671,0.1,7
39331,1,10,683,403,979.436,979.802,0.366,23
39335,1,10,686,376,980.452,980.752,0.3,19
39311,1,10,690,420,972.887,972.987,0.1,7
39232,1,10,691,443,947.161,947.228,0.067,5
39253,1,10,691,537,954.409,954.525,0.116,8
39252,1,10,695,526,954.309,954.375,0.066,5
39268,1,10,701,577,959.974,960.091,0.117,8
39231,1,10,703,445,947.011,947.144,0.133,9
39294,1,10,704,420,967.006,967.089,0.083,6
39277,1,10,710,375,962.823,962.89,0.067,5
39299,1,10,712,483,967.989,968.072,0.083,6
39229,1,10,713,415,946.461,946.711,0.25,16
39339,1,10,713,389,981.585,981.818,0.233,15
39224,1,10,714,404,944.429,944.512,0.083,6
39293,1,10,714,433,966.689,966.989,0.3,19
39315,1,10,716,398,974.288,974.438,0.15,10
39238,1,10,718,425,950.044,950.16,0.116,8
39345,1,10,718,435,983.301,983.451,0.15,10
39312,1,10,719,421,973.02,973.353,0.333,21
39279,1,10,721,305,963.573,963.657,0.084,6
39295,1,10,721,403,967.139,967.272,0.133,9
39233,1,10,724,399,947.811,948.144,0.333,21
39280,1,10,724,306,963.673,963.823,0.15,10
39306,1,10,726,941,970.837,970.971,0.134,9
39318,1,10,726,391,974.887,975.554,0.667,41
39316,1,10,727,406,974.455,974.538,0.083,6
39313,1,10,728,413,973.37,973.537,0.167,11
39330,1,10,728,418,979.286,979.353,0.067,5
39329,1,10,735,401,979.053,979.27,0.217,14
39226,1,10,736,400,945.145,945.212,0.067,5
39298,1,10,737,474,967.889,967.972,0.083,6
39258,1,10,738,462,956.409,956.826,0.417,26
39289,1,10,738,407,965.156,965.256,0.1,7
39290,1,10,738,434,965.273,965.439,0.166,11
39246,1,10,739,390,952.743,952.893,0.15,10
39278,1,10,741,376,962.94,963.307,0.367,23
39317,1,10,746,409,974.571,974.837,0.266,17
39235,1,10,749,384,948.527,948.727,0.2,13
39247,1,10,749,386,952.909,953.126,0.217,14
39239,1,10,750,422,950.243,950.377,0.134,9
39259,1,10,751,429,956.909,957.409,0.5,31
39234,1,10,759,384,948.194,948.494,0.3,19
39269,1,10,759,563,960.374,960.475,0.101,7
39254,1,10,760,563,954.675,954.775,0.1,7
39343,1,10,761,505,982.901,982.985,0.084,6
39241,1,10,762,366,951.16,951.36,0.2,13
39271,1,10,763,452,960.858,961.024,0.166,11
39288,1,10,769,386,964.956,965.123,0.167,11
39296,1,10,769,409,967.339,967.622,0.283,18
39297,1,10,771,438,967.672,967.855,0.183,12
39274,1,10,772,420,962.091,962.207,0.116,8
39227,1,10,773,427,945.279,945.528,0.249,16
39270,1,10,775,501,960.658,960.758,0.1,7
39240,1,10,786,386,950.493,950.66,0.167,11
39248,1,10,788,401,953.142,953.342,0.2,13
39291,1,10,790,427,965.573,965.856,0.283,18
39292,1,10,790,421,965.872,966.172,0.3,19
39287,1,10,794,393,964.84,964.94,0.1,7
39273,1,10,796,394,961.707,962.074,0.367,23
39281,1,10,801,327,964.023,964.09,0.067,5
39344,1,10,805,509,983.135,983.268,0.133,9
39282,1,10,834,327,964.14,964.256,0.116,8
39286,1,10,845,395,964.606,964.74,0.134,9
39230,1,10,849,476,946.845,946.911,0.066,5
39283,1,10,852,331,964.273,964.34,0.067,5
39285,1,10,863,373,964.473,964.556,0.083,6
39284,1,10,869,358,964.39,964.456,0.066,5
41194,2,10,442,444,1023.206,1023.306,0.1,7
41193,2,10,454,394,1023.006,1023.123,0.117,8
41180,2,10,463,450,1016.625,1016.975,0.35,22
41219,2,10,479,834,1039.319,1039.419,0.1,7
41179,2,10,480,446,1016.492,1016.608,0.116,8
41218,2,10,483,345,1039.052,1039.169,0.117,8
41181,2,10,498,542,1017.058,1017.425,0.367,23
41192,2,10,508,371,1022.573,1022.99,0.417,26
41208,2,10,538,407,1031.855,1032.42,0.565,35
41195,2,10,553,573,1023.622,1023.689,0.067,5
41207,2,10,558,413,1031.704,1031.838,0.134,9
41213,2,10,561,545,1035.77,1036.203,0.433,27
41200,2,10,564,610,1026.689,1026.822,0.133,9
41164,2,10,576,547,1008.745,1009.228,0.483,30
41209,2,10,579,486,1032.688,1032.854,0.166,11
41174,2,10,605,508,1014.126,1014.492,0.366,23
41165,2,10,609,481,1009.277,1009.411,0.134,9
41168,2,10,609,409,1010.71,1010.844,0.134,9
41189,2,10,611,638,1020.824,1021.023,0.199,13
41188,2,10,612,687,1020.657,1020.724,0.067,5
41169,2,10,613,428,1010.86,1011.91,1.05,64
41212,2,10,613,679,1035.353,1035.47,0.117,8
41173,2,10,623,454,1013.809,1014.076,0.267,17
41170,2,10,624,508,1011.977,1012.06,0.083,6
41187,2,10,625,728,1020.39,1020.557,0.167,11
41191,2,10,635,359,1022.073,1022.273,0.2,13
41202,2,10,636,428,1028.205,1028.355,0.15,10
41176,2,10,638,458,1015.475,1015.742,0.267,17
41199,2,10,644,619,1025.923,1026.639,0.716,44
41184,2,10,649,478,1018.674,1018.808,0.134,9
41205,2,10,650,442,1029.455,1030.421,0.966,59
41206,2,10,655,578,1030.854,1031.354,0.5,31
41198,2,10,662,645,1025.656,1025.84,0.184,12
41183,2,10,664,434,1018.341,1018.624,0.283,18
41166,2,10,668,469,1009.544,1009.694,0.15,10
41215,2,10,673,495,1036.753,1037.385,0.632,39
41203,2,10,680,429,1028.455,1028.522,0.067,5
41211,2,10,682,614,1034.803,1035.137,0.334,21
41182,2,10,687,426,1017.758,1017.825,0.067,5
41223,2,10,689,462,1043.885,1044.151,0.266,17
41214,2,10,701,501,1036.57,1036.703,0.133,9
41224,2,10,706,692,1044.552,1044.635,0.083,6
41220,2,10,710,524,1040.301,1040.935,0.634,39
41167,2,10,714,468,1009.711,1009.811,0.1,7
41222,2,10,715,515,1042.534,1043.134,0.6,37
41177,2,10,722,430,1015.992,1016.275,0.283,18
41172,2,10,731,454,1013.276,1013.476,0.2,13
41175,2,10,731,520,1014.892,1015.192,0.3,19
41178,2,10,732,446,1016.309,1016.409,0.1,7
41204,2,10,734,429,1028.622,1029.105,0.483,30
41196,2,10,745,530,1024.273,1024.406,0.133,9
41186,2,10,746,485,1019.524,1019.84,0.316,20
41210,2,10,757,466,1033.187,1034.687,1.5,91
41201,2,10,761,529,1027.272,1027.572,0.3,19
41185,2,10,772,515,1019.158,1019.507,0.349,22
41190,2,10,778,544,1021.557,1021.774,0.217,14
41171,2,10,790,495,1012.443,1012.909,0.466,29
41217,2,10,813,390,1038.219,1038.468,0.249,16
41221,2,10,827,610,1041.169,1041.368,0.199,13
41216,2,10,839,544,1037.736,1037.886,0.15,10
41197,2,10,846,427,1024.789,1025.005,0.216,14
43964,3,10,446,391,680.738,680.821,0.083,6
43963,3,10,467,441,680.271,680.721,0.45,28
43977,3,10,480,557,687.086,687.186,0.1,7
43995,3,10,483,375,695.516,695.583,0.067,5
43975,3,10,485,391,685.82,686.07,0.25,16
43983,3,10,487,436,690.218,690.518,0.3,19
43984,3,10,511,446,690.535,690.751,0.216,14
43985,3,10,514,446,690.768,690.951,0.183,12
43994,3,10,519,392,695.35,695.466,0.116,8
43911,3,10,525,490,652.146,652.246,0.1,7
43967,3,10,527,666,682.138,682.304,0.166,11
43932,3,10,563,470,664.709,664.776,0.067,5
43993,3,10,571,410,695,695.283,0.283,18
43991,3,10,576,702,693.051,693.301,0.25,16
43996,3,10,577,644,696.316,696.833,0.517,32
43933,3,10,581,481,664.843,664.943,0.1,7
43976,3,10,581,482,686.336,686.786,0.45,28
43944,3,10,592,492,670.524,671.307,0.783,48
43957,3,10,598,545,678.038,678.171,0.133,9
43912,3,10,607,522,652.429,652.546,0.117,8
44004,3,10,608,573,699.966,700.033,0.067,5
43908,3,10,616,484,648.947,649.264,0.317,20
43903,3,10,619,420,646.415,646.481,0.066,5
44005,3,10,625,564,700.049,700.216,0.167,11
43939,3,10,626,596,667.825,668.542,0.717,44
43927,3,10,630,539,661.26,661.459,0.199,13
43935,3,10,631,547,665.326,665.726,0.4,25
43937,3,10,631,559,666.542,667.042,0.5,31
43956,3,10,631,527,677.922,677.988,0.066,5
43999,3,10,631,526,697.749,697.866,0.117,8
43938,3,10,632,476,667.192,667.526,0.334,21
43913,3,10,634,527,652.563,652.629,0.066,5
43989,3,10,634,477,692.201,692.384,0.183,12
43966,3,10,637,560,681.654,681.804,0.15,10
43962,3,10,640,420,679.771,679.937,0.166,11
43945,3,10,644,605,671.69,672.257,0.567,35
43988,3,10,645,482,692.068,692.184,0.116,8
43968,3,10,646,674,682.604,682.837,0.233,15
44001,3,10,647,445,698.7,698.767,0.067,5
43907,3,10,648,495,648.781,648.914,0.133,9
43922,3,10,648,516,657.094,657.378,0.284,18
43914,3,10,650,532,652.646,652.829,0.183,12
43906,3,10,657,529,648.014,648.381,0.367,23
43934,3,10,661,503,665.109,665.243,0.134,9
43925,3,10,669,527,659.16,660.843,1.683,102
43943,3,10,670,556,669.641,670.141,0.5,31
44002,3,10,672,461,698.833,698.9,0.067,5
43949,3,10,676,502,674.106,675.072,0.966,59
43901,3,10,678,525,645.948,646.015,0.067,5
43936,3,10,678,571,665.959,666.475,0.516,32
43926,3,10,679,527,660.877,660.993,0.116,8
43990,3,10,680,533,692.534,692.717,0.183,12
43969,3,10,683,677,682.887,682.954,0.067,5
43905,3,10,686,459,647.348,647.964,0.616,38
43942,3,10,686,575,669.541,669.624,0.083,6
43928,3,10,687,569,661.593,661.86,0.267,17
43979,3,10,694,521,687.686,687.819,0.133,9
43902,3,10,697,532,646.032,646.148,0.116,8
43978,3,10,697,560,687.536,687.603,0.067,5
43948,3,10,698,510,673.59,674.09,0.5,31
44007,3,10,698,475,701.499,701.599,0.1,7
43910,3,10,699,510,650.747,651.846,1.099,67
43958,3,10,700,424,678.471,678.605,0.134,9
43959,3,10,700,455,678.638,678.821,0.183,12
43953,3,10,705,513,676.889,676.955,0.066,5
43952,3,10,708,514,675.589,676.855,1.266,77
43998,3,10,708,539,697.449,697.599,0.15,10
43918,3,10,710,507,654.662,655.012,0.35,22
43946,3,10,710,548,672.557,672.807,0.25,16
43930,3,10,711,519,662.443,662.726,0.283,18
43921,3,10,712,496,656.611,656.894,0.283,18
43929,3,10,716,532,662.243,662.426,0.183,12
43955,3,10,716,499,677.638,677.722,0.084,6
43900,3,10,717,504,645.364,645.531,0.167,11
43909,3,10,718,503,649.514,650.397,0.883,54
43971,3,10,723,521,683.871,684.304,0.433,27
43960,3,10,724,465,678.838,678.904,0.066,5
43924,3,10,725,551,657.644,659.144,1.5,91
43992,3,10,725,696,693.634,693.817,0.183,12
43915,3,10,726,430,653.446,653.612,0.166,11
43923,3,10,727,550,657.528,657.628,0.1,7
43916,3,10,728,460,653.629,654.479,0.85,52
43970,3,10,729,683,683.054,683.304,0.25,16
43951,3,10,737,490,675.439,675.572,0.133,9
43904,3,10,738,505,646.765,647.131,0.366,23
43947,3,10,738,550,672.907,673.457,0.55,34
43972,3,10,738,502,684.354,684.42,0.066,5
44003,3,10,740,513,699.066,699.549,0.483,30
43954,3,10,741,486,677.472,677.572,0.1,7
44000,3,10,742,461,698.166,698.4,0.234,15
43917,3,10,747,482,654.495,654.579,0.084,6
43950,3,10,753,483,675.306,675.422,0.116,8
43920,3,10,756,506,655.845,656.578,0.733,45
43997,3,10,757,544,697.199,697.433,0.234,15
43931,3,10,758,493,662.892,664.393,1.501,91
43973,3,10,758,493,684.437,685.02,0.583,36
43941,3,10,763,601,669.075,669.424,0.349,22
43974,3,10,775,471,685.037,685.42,0.383,24
43961,3,10,786,451,679.054,679.388,0.334,21
43981,3,10,786,466,688.419,688.835,0.416,26
43919,3,10,790,404,655.395,655.578,0.183,12
43940,3,10,799,609,668.858,669.058,0.2,13
43986,3,10,808,589,691.068,691.285,0.217,14
44006,3,10,821,521,701.049,701.165,0.116,8
43965,3,10,830,349,680.938,681.155,0.217,14
43980,3,10,832,439,688.152,688.252,0.1,7
43982,3,10,846,400,689.119,689.552,0.433,27
43987,3,10,848,623,691.318,691.484,0.166,11
34323,4,10,267,983,1351.512,1351.579,0.067,5
34322,4,10,281,1008,1351.312,1351.379,0.067,5
34272,4,10,305,352,1320.304,1320.371,0.067,5
34271,4,10,417,445,1320.221,1320.288,0.067,5
34274,4,10,580,468,1323.87,1323.936,0.066,5
34294,4,10,580,392,1333.967,1334.334,0.367,23
34301,4,10,593,388,1337.266,1337.366,0.1,7
34313,4,10,596,389,1343.864,1344.83,0.966,59
34281,4,10,604,399,1327.119,1327.335,0.216,14
34324,4,10,604,368,1351.995,1352.179,0.184,12
34302,4,10,606,372,1337.499,1337.599,0.1,7
34325,4,10,613,392,1352.212,1352.279,0.067,5
34299,4,10,620,331,1336.383,1336.75,0.367,23
34326,4,10,623,412,1352.295,1352.379,0.084,6
34293,4,10,624,403,1333.784,1333.851,0.067,5
34316,4,10,624,424,1347.646,1348.246,0.6,37
34297,4,10,625,402,1335.483,1335.583,0.1,7
34292,4,10,627,425,1333.517,1333.767,0.25,16
34295,4,10,628,365,1334.65,1334.817,0.167,11
34296,4,10,628,355,1334.834,1335.15,0.316,20
34306,4,10,628,409,1340.265,1340.732,0.467,29
34312,4,10,631,396,1343.731,1343.797,0.066,5
34303,4,10,632,422,1337.799,1338.132,0.333,21
34329,4,10,632,395,1353.195,1353.262,0.067,5
34314,4,10,634,462,1345.113,1345.53,0.417,26
34289,4,10,635,392,1331.217,1331.602,0.385,24
34290,4,10,638,430,1332.051,1332.151,0.1,7
34304,4,10,642,430,1338.449,1339.465,1.016,62
34286,4,10,647,394,1328.951,1329.335,0.384,24
34288,4,10,647,422,1331.051,1331.167,0.116,8
34320,4,10,647,418,1349.713,1349.779,0.066,5
34328,4,10,648,471,1352.878,1353.078,0.2,13
34291,4,10,649,453,1332.601,1332.901,0.3,19
34287,4,10,650,427,1329.768,1330.251,0.483,30
34280,4,10,652,393,1326.535,1326.852,0.317,20
34310,4,10,655,401,1342.331,1343.131,0.8,49
34311,4,10,655,388,1343.347,1343.714,0.367,23
34327,4,10,655,468,1352.645,1352.862,0.217,14
34300,4,10,657,383,1337.05,1337.116,0.066,5
34285,4,10,659,443,1328.535,1328.701,0.166,11
34279,4,10,663,419,1326.336,1326.502,0.166,11
34321,4,10,671,436,1350.979,1351.046,0.067,5
34307,4,10,674,402,1341.131,1341.248,0.117,8
34308,4,10,676,392,1341.265,1341.964,0.699,43
34315,4,10,678,502,1346.196,1346.313,0.117,8
34298,4,10,686,328,1335.933,1336.017,0.084,6
34318,4,10,700,368,1348.612,1349.047,0.435,27
34317,4,10,712,371,1348.296,1348.596,0.3,19
34283,4,10,713,445,1328.102,1328.252,0.15,10
34284,4,10,714,439,1328.301,1328.418,0.117,8
34305,4,10,741,351,1339.815,1339.948,0.133,9
34277,4,10,743,466,1325.752,1325.836,0.084,6
34278,4,10,744,430,1325.919,1326.002,0.083,6
34276,4,10,749,410,1325.219,1325.286,0.067,5
34319,4,10,753,399,1349.063,1349.13,0.067,5
34275,4,10,754,415,1325.136,1325.203,0.067,5
34282,4,10,761,461,1327.668,1327.802,0.134,9
34330,4,10,764,582,1353.778,1353.878,0.1,7
34332,4,10,794,470,1354.511,1354.578,0.067,5
34331,4,10,810,480,1354.145,1354.461,0.316,20
34273,4,10,1078,293,1323.753,1323.836,0.083,6
34309,4,10,1261,323,1342.248,1342.314,0.066,5
75053,5,10,432,740,613.583,613.683,0.1,7
75063,5,10,444,412,618.049,618.116,0.067,5
75064,5,10,444,390,618.132,618.199,0.067,5
75049,5,10,446,367,611.967,612.217,0.25,16
75054,5,10,454,354,613.717,614.55,0.833,51
75052,5,10,460,744,613.317,613.5,0.183,12
75083,5,10,466,347,628.748,629.131,0.383,24
75062,5,10,468,511,617.932,618.016,0.084,6
75048,5,10,469,367,611.784,611.95,0.166,11
75033,5,10,484,464,606.685,607.018,0.333,21
75071,5,10,553,603,620.666,620.783,0.117,8
75072,5,10,566,610,620.816,620.916,0.1,7
75022,5,10,577,543,600.855,601.037,0.182,12
75039,5,10,577,580,609.167,609.234,0.067,5
75085,5,10,584,597,630.464,630.581,0.117,8
75024,5,10,586,550,602.97,603.47,0.5,31
75070,5,10,588,545,620.3,620.483,0.183,12
75011,5,10,591,456,593.519,593.603,0.084,6
75099,5,10,592,605,637.014,637.281,0.267,16
75086,5,10,594,655,630.681,630.981,0.3,19
75032,5,10,595,453,606.251,606.385,0.134,9
75084,5,10,595,547,630.048,630.431,0.383,24
75040,5,10,596,585,609.267,609.334,0.067,5
75013,5,10,600,517,594.053,595.036,0.983,60
75038,5,10,603,516,608.934,609.067,0.133,9
75010,5,10,610,526,592.853,593.019,0.166,11
75023,5,10,612,515,602.17,602.687,0.517,32
75074,5,10,616,478,622.433,622.716,0.283,18
75097,5,10,617,522,636.13,636.331,0.201,13
75021,5,10,629,514,600.572,600.755,0.183,12
75098,5,10,633,584,636.548,636.831,0.283,18
75020,5,10,634,492,600.438,600.539,0.101,7
75077,5,10,634,428,625.549,625.632,0.083,6
75027,5,10,637,590,604.519,604.719,0.2,13
75035,5,10,637,505,607.801,608.218,0.417,26
75065,5,10,637,448,619.067,619.15,0.083,6
75014,5,10,638,517,595.069,595.136,0.067,5
75069,5,10,645,592,619.883,620.166,0.283,18
75075,5,10,645,521,622.766,624.715,1.949,118
75012,5,10,660,502,593.769,593.886,0.117,8
75047,5,10,667,402,611.65,611.75,0.1,7
75082,5,10,669,400,628.215,628.381,0.166,11
75096,5,10,669,495,634.83,635.363,0.533,33
75017,5,10,670,502,596.285,596.585,0.3,19
75025,5,10,670,517,603.703,604.103,0.4,25
75037,5,10,670,501,608.518,608.917,0.399,25
75007,5,10,673,570,591.136,591.386,0.25,16
75073,5,10,674,515,621.383,622.249,0.866,53
75015,5,10,675,523,595.202,595.336,0.134,9
75068,5,10,680,574,619.733,619.833,0.1,7
75046,5,10,682,407,611.417,611.634,0.217,14
75018,5,10,684,490,596.619,597.619,1,61
75061,5,10,687,509,617.449,617.682,0.233,15
75008,5,10,692,454,591.97,592.52,0.55,34
75080,5,10,692,436,626.498,627.215,0.717,44
75019,5,10,693,488,597.902,600.052,2.15,130
75009,5,10,694,472,592.536,592.67,0.134,9
75041,5,10,694,523,609.517,609.984,0.467,29
75016,5,10,697,510,595.686,596.269,0.583,36
75057,5,10,699,470,615.533,615.783,0.25,16
75094,5,10,700,462,634.197,634.364,0.167,11
75067,5,10,705,553,619.616,619.716,0.1,7
75031,5,10,707,453,605.968,606.035,0.067,5
75092,5,10,708,494,633.447,633.53,0.083,6
75026,5,10,711,517,604.119,604.286,0.167,11
75066,5,10,711,538,619.467,619.6,0.133,9
75091,5,10,713,540,633.147,633.43,0.283,18
75095,5,10,726,464,634.463,634.647,0.184,12
75076,5,10,727,473,625.032,625.365,0.333,21
75081,5,10,732,401,627.265,628.115,0.85,52
75090,5,10,735,667,632.281,632.847,0.566,35
75028,5,10,740,563,604.885,604.969,0.084,6
75093,5,10,740,482,633.58,634.03,0.45,28
75034,5,10,744,395,607.151,607.301,0.15,10
75079,5,10,759,439,625.799,626.482,0.683,42
75042,5,10,767,673,610.301,610.384,0.083,6
75030,5,10,769,470,605.252,605.952,0.7,43
75043,5,10,773,671,610.401,610.534,0.133,9
75029,5,10,778,504,605.102,605.235,0.133,9
75078,5,10,779,445,625.649,625.782,0.133,9
75087,5,10,782,622,631.248,631.331,0.083,6
75036,5,10,783,467,608.351,608.434,0.083,6
75089,5,10,792,664,631.881,632.247,0.366,23
75058,5,10,796,484,616.066,616.549,0.483,30
75088,5,10,814,616,631.381,631.731,0.35,22
75055,5,10,819,355,614.7,614.9,0.2,13
75060,5,10,826,569,616.983,617.05,0.067,5
75044,5,10,833,441,610.567,610.717,0.15,10
75045,5,10,838,425,610.734,611.1,0.366,23
75059,5,10,848,553,616.849,616.916,0.067,5
75056,5,10,853,349,614.933,615.416,0.483,30
75051,5,10,854,751,613.167,613.283,0.116,8
75050,5,10,873,350,612.7,612.783,0.083,6
25465,6,10,163,685,1153.919,1154.052,0.133,9
25528,6,10,400,415,1184.26,1184.443,0.183,12
25526,6,10,422,555,1183.527,1183.593,0.066,5
25529,6,10,430,469,1184.676,1184.743,0.067,5
25527,6,10,458,610,1183.676,1183.86,0.184,12
25460,6,10,482,580,1140.489,1140.606,0.117,8
25471,6,10,512,631,1161.233,1161.4,0.167,11
25579,6,10,521,598,1203.988,1204.105,0.117,8
25485,6,10,552,629,1166.748,1166.831,0.083,6
25525,6,10,554,524,1183.127,1183.193,0.066,5
25522,6,10,556,603,1182.41,1182.577,0.167,11
25523,6,10,556,624,1182.61,1182.81,0.2,13
25470,6,10,567,577,1160.967,1161.05,0.083,6
25524,6,10,567,551,1182.943,1183.027,0.084,6
25506,6,10,568,568,1177.962,1178.112,0.15,10
25507,6,10,570,637,1178.228,1178.295,0.067,5
25478,6,10,594,646,1163.999,1164.066,0.067,5
25505,6,10,594,540,1177.612,1177.928,0.316,20
25498,6,10,598,643,1173.03,1173.447,0.417,26
25484,6,10,600,699,1166.198,1166.298,0.1,7
25480,6,10,605,613,1164.249,1164.316,0.067,5
25601,6,10,605,557,1212.419,1212.535,0.116,8
25504,6,10,607,548,1177.512,1177.579,0.067,5
25479,6,10,608,645,1164.082,1164.216,0.134,9
25541,6,10,611,593,1188.926,1188.992,0.066,5
25540,6,10,619,609,1188.692,1188.776,0.084,6
25466,6,10,622,647,1159.151,1159.234,0.083,6
25501,6,10,623,622,1175.996,1176.079,0.083,6
25464,6,10,624,510,1141.756,1141.856,0.1,7
25536,6,10,624,696,1187.21,1187.276,0.066,5
25477,6,10,628,593,1162.833,1163.132,0.299,19
25499,6,10,628,591,1174.196,1174.896,0.7,43
25539,6,10,628,587,1188.493,1188.676,0.183,12
25600,6,10,628,549,1212.152,1212.369,0.217,14
25475,6,10,629,588,1162.333,1162.483,0.15,10
25531,6,10,629,471,1185.41,1185.477,0.067,5
25535,6,10,631,774,1186.893,1187.076,0.183,12
25483,6,10,634,564,1165.532,1165.598,0.066,5
25486,6,10,634,574,1167.148,1167.215,0.067,5
25462,6,10,636,554,1141.322,1141.389,0.067,5
25481,6,10,636,664,1164.565,1164.765,0.2,13
25537,6,10,636,649,1187.376,1187.593,0.217,14
25555,6,10,637,644,1194.707,1194.824,0.117,8
25463,6,10,641,543,1141.556,1141.639,0.083,6
25516,6,10,643,686,1180.611,1180.677,0.066,5
25578,6,10,643,696,1203.422,1203.888,0.466,29
25510,6,10,644,591,1178.995,1179.195,0.2,13
25509,6,10,645,575,1178.878,1178.978,0.1,7
25489,6,10,646,516,1168.099,1168.198,0.099,7
25508,6,10,647,540,1178.712,1178.795,0.083,6
25476,6,10,648,569,1162.516,1162.783,0.267,17
25492,6,10,648,618,1169.031,1169.231,0.2,13
25497,6,10,650,606,1172.014,1172.247,0.233,15
25500,6,10,650,634,1175.396,1175.662,0.266,17
25496,6,10,653,634,1170.564,1170.781,0.217,14
25503,6,10,655,721,1176.412,1177.062,0.65,40
25490,6,10,656,555,1168.248,1168.365,0.117,8
25493,6,10,656,597,1169.348,1169.431,0.083,6
25474,6,10,657,587,1162.149,1162.283,0.134,9
25538,6,10,657,562,1188.026,1188.326,0.3,19
25491,6,10,658,571,1168.382,1168.448,0.066,5
25461,6,10,661,629,1140.973,1141.306,0.333,21
25532,6,10,666,426,1185.544,1185.727,0.183,12
25599,6,10,667,580,1211.969,1212.069,0.1,7
25494,6,10,669,603,1169.465,1169.581,0.116,8
25495,6,10,670,558,1170.164,1170.281,0.117,8
25502,6,10,674,639,1176.129,1176.296,0.167,11
25577,6,10,681,648,1203.122,1203.388,0.266,17
25589,6,10,681,573,1207.703,1207.837,0.134,9
25568,6,10,684,608,1198.656,1198.872,0.216,14
25472,6,10,686,636,1161.8,1161.966,0.166,11
25588,6,10,688,563,1207.603,1207.687,0.084,6
25513,6,10,692,536,1179.695,1179.761,0.066,5
25467,6,10,693,601,1159.834,1159.917,0.083,6
25488,6,10,695,556,1167.816,1167.999,0.183,12
25473,6,10,696,632,1161.983,1162.049,0.066,5
25554,6,10,696,473,1194.29,1194.357,0.067,5
25595,6,10,698,582,1209.836,1209.953,0.117,8
25553,6,10,702,504,1194.141,1194.274,0.133,9
25511,6,10,704,568,1179.295,1179.545,0.25,16
25548,6,10,704,587,1192.408,1192.608,0.2,13
25587,6,10,704,543,1207.337,1207.57,0.233,15
25590,6,10,704,486,1208.053,1208.137,0.084,6
